tier,site_name,author,city,state,region,operator,best_contact,contact_email,phone,contact_url,online_store,wholesale_notes,fit_notes,melville_line_fits,status,outreach_status,notes
B,The Rosenbach,"James Joyce, Maurice Sendak, Marianne Moore (rare-book museum)",Philadelphia,PA,Mid-Atlantic,The Rosenbach of the Free Library of Philadelphia,Email info@rosenbach.org (verified) and ask for the gift shop manager,info@rosenbach.org,(215) 732-1600,https://rosenbach.org/visit/,https://rosenbach-museum-library.square.site/s/shop,Open Thu-Sun; the site highlights that its NEW gift shop is open during public hours — a newly (re)launched shop is often actively sourcing product. Affiliated with the Free Library of Philadelphia. Joyce/Sendak/Moore-themed goods fit. No shop-specific email published.,"Home of the Ulysses manuscript with a big annual Bloomsday festival crowd; shop already leans into author-specific merch (Joyce, Sendak, Carroll), so single-author literary tees/totes fit the assortment directly.",,open,,
B,American Shakespeare Center (Blackfriars Playhouse),William Shakespeare,Staunton,VA,Mid-Atlantic,American Shakespeare Center,info@americanshakespearecenter.com (verified on their contact page),info@americanshakespearecenter.com,540-885-5588 (admin) / 1-877-682-4236 (box office),https://americanshakespearecenter.com/contact/,,Fully operating — Spring/Summer/Fall 2026 seasons on sale; box office open Wed–Fri 1–5 plus weekends. No dedicated gift shop confirmed (merch sold via box office/lobby); marketing@americanshakespearecenter.com also listed if info@ stalls.,"Home of the world's only re-creation of Shakespeare's indoor Blackfriars theatre, drawing year-round audiences to a small historic town; a smaller shop than OSF/USF but a very on-brand Shakespeare merch buyer.",,open,,
B,"Museum of Chincoteague Island (incl. Beebe Ranch, Misty's home)",Marguerite Henry (Misty of Chincoteague),Chincoteague,VA,Mid-Atlantic,Museum of Chincoteague Island (501(c)(3)),Contact form at chincoteaguemuseum.com/contact-us/ (no email published); or 757-336-6117,,757-336-6117 (museum); (757) 336-7035 (Beebe Ranch),https://chincoteaguemuseum.com/contact-us/,https://museum-of-chincoteague-island.shoplightspeed.com/,"501(c)(3) running both the museum (Tue-Sat 10-4) and Beebe Ranch, Misty's actual home (Tue-Sat 11-4). Strong seasonal Pony Swim tourist traffic and an active Lightspeed online shop — Misty/Marguerite Henry product is a natural fit.","Caveat: an island-history museum rather than an author house, but it holds the taxidermied Misty, rescued Beebe Ranch in 2023, and rides the pony-penning tourism wave Henry's book created — Misty/Henry literary merch is central to its identity and its Lightspeed e-commerce looks professionally run.",,open,,
B,The Poe Museum,Edgar Allan Poe,Richmond,VA,Mid-Atlantic,Poe Museum (independent 501(c)(3)),"info@poemuseum.org (verified on site), ask for museum shop buyer",info@poemuseum.org,804-648-5523,https://poemuseum.org/visit-us/,https://shop.poemuseum.org/,Open Tue–Sun with physical gift shop and its own online store; independent 501(c)(3) does its own buying. Obvious fit for Poe-themed apparel.,"One of the busiest single-author museums in the South (Unhappy Hour events, garden weddings); already sells Poe apparel through a professional online store, so author tees are a proven category for this buyer.",,open,,
B,American Writers Museum,Multi-author (American writers),Chicago,IL,Midwest,American Writers Museum (nonprofit),"Contact form at americanwritersmuseum.org/about/contact/ (no public email; ask for the store buyer), or call 312.374.8790",,312.374.8790,https://americanwritersmuseum.org/about/contact/,https://americanwritersmuseum.org/shop/,"Nonprofit museum on Michigan Ave, Chicago; shop sells 'AWM Exclusives' and gift lines — multi-author literary tees are an unusually direct product fit. No published email or vendor process; use the form/phone.","The flagship literary museum on Michigan Avenue with heavy tourist footfall and professional retail buying; not single-author, but ideal for her full multi-author line (Melville, Twain, Hemingway etc. in one order).",,open,,
B,Ernest Hemingway Birthplace Museum,Ernest Hemingway,Oak Park,IL,Midwest,Ernest Hemingway Foundation of Oak Park,"grouptours@ehfop.org (only email published on site), ask to reach the bookstore/gift shop buyer",grouptours@ehfop.org,708-445-3071,https://www.hemingwaybirthplace.com/bookstoregiftshop,https://ernest-hemingway-birthplace-museum.square.site/,Open Thu–Sun with an on-site bookstore/gift shop page confirmed. Buying by the Ernest Hemingway Foundation of Oak Park. Good author-tee fit; Oak Park gets steady literary tourism.,"Chicagoland tourist draw trading on one of the biggest author brands in America, with live e-commerce; her Melville-style designs translate directly to Hemingway. Note the email found is the group-tours address - use the site contact form for retail.",,open,,
B,Newberry Library Bookshop,Multi-author (rare books / literary history),Chicago,IL,Midwest,The Newberry Library,Formal product-submission page at bookshop.newberry.org/product-submissions (exactly the vendor door you want); backup info@newberry.org / shop ph 312-255-3520,info@newberry.org,312-255-3520,https://bookshop.newberry.org/product-submissions,https://bookshop.newberry.org/,"Bookshop confirmed open Wed-Sat (10-12:30, 1:30-4) inside the operating Newberry Library; already sells literary gifts (totes, prints, pins, patches, games) AND has a dedicated Product Submission process for outside vendors — one of the best-fit targets on this list.","Free-admission independent research library on Chicago's near-north side with regular exhibitions and a genuinely retail-minded bookshop (it imports Bodleian gift lines, showing it buys external literary merch).",,open,,
B,Kurt Vonnegut Museum and Library,Kurt Vonnegut,Indianapolis,IN,Midwest,Kurt Vonnegut Museum and Library (public-benefit nonprofit),Contact form/email via vonnegutlibrary.org once reachable (site returned Cloudflare 521/522 origin errors during this check — appears temporary),,317-423-0391,https://www.vonnegutlibrary.org/,https://www.kvmlshop.org/,"Museum at 543 Indiana Ave, Indianapolis, with hourly tours per its plan-your-visit page; operating per search listings, but the website was down (origin errors) during verification so the gift shop and a direct email could not be confirmed. KVML is known for Vonnegut merch — retry the site before pitching.","One of the best fits on the beat: a downtown Indy museum open six days a week that already sells author apparel as a core category, with a national cult-author brand and its own e-commerce channel.",,open,,
B,OZ Museum,L. Frank Baum (The Wizard of Oz),Wamego,KS,Midwest,Columbian Theatre Foundation (OZ Museum / Columbian Theatre),Email shop@ozmuseum.com — a dedicated store email verified on ozmuseum.com,shop@ozmuseum.com,(785) 458-8686,https://ozmuseum.com/pages/contact,https://shop.ozmuseum.com/,Run by the Columbian Theatre Foundation; open 7 days with 'THE OFFICIAL OZ MUSEUM STORE' plus online store (apparel already a core category). Note Wizard of Oz movie imagery is licensed (Turner/WB) — stick to Baum/book-derived designs.,"A destination attraction open seven days a week with the most aggressive retail program on this beat (exclusive merch lines, big apparel selection); Baum/Oz designs would slot straight into an existing tee wall.",,open,,
B,Judy Garland Museum & Children's Discovery Museum,L. Frank Baum / Judy Garland (The Wizard of Oz),Grand Rapids,MN,Midwest,Judy Garland Museum / Children's Discovery Museum (nonprofit),Phone 218-327-9276 (no email published on site),,218-327-9276,https://www.judygarlandmuseum.com/contact-us,https://www.judygarlandmuseum.com/,"Museum store confirmed ('take home a souvenir at the museum store') plus online cart. Established 2-acre attraction (birthplace home + Children's Discovery Museum, annual Judy Garland Festival). Wizard of Oz merch is core to their shop — strong fit for Baum/Oz tees.","Caveat: it's Garland's birthplace (actress, not author), but the retail is essentially an Oz literary-merch operation, open year-round with an annual Judy Garland Festival and group visits of 45+. Oz/Baum designs fit the shop's core inventory.",,open,,
B,Laura Ingalls Wilder Museum & Gift Store,Laura Ingalls Wilder,Walnut Grove,MN,Midwest,Laura Ingalls Wilder Museum of Walnut Grove (nonprofit),lauramuseum@walnutgrove.org (confirmed in current listings; museum site itself sits behind a bot-check),lauramuseum@walnutgrove.org,507-859-2358 / 800-528-7280,https://www.lauraingallspepin.com/gift-store/,https://walnutgrove.org/museum-online-gift-store/,Museum buildings seasonal (Apr–Oct) but the Gift Store runs most of the year (Tue–Fri 10–5 in winter) — retail is a core revenue line for this nonprofit. Buying done in-house by museum staff.,"Strong fit: apparel is already a top shop category, the store runs year-round e-commerce (Shopify), and the July Wilder Pageant brings surge crowds to the 'On the Banks of Plum Creek' town.",,open,,
B,Mark Twain Cave Complex,Mark Twain (Samuel Clemens),Hannibal,MO,Midwest,"Mark Twain Cave Complex (family-owned attraction; National Natural Landmark, the cave of Tom Sawyer)",Call (573) 231-1000 (no email published on the site),,(573) 231-1000,https://www.marktwaincave.com/find-us/,,"Family-owned commercial attraction (cave tours, winery, campground, events) with a gift shop billed as the 'Largest in Hannibal' already selling hoodies, toys and books. High Twain-tourist traffic; buying decisions by the family owners — phone pitch works.","High-volume, professionally run Twain attraction ('200 years of visitors') with a 100-spot campground and on-site winery; it already stocks apparel (hoodies), so Twain/Tom Sawyer tees and totes are a direct fit alongside the Boyhood Home across town.",,open,,
B,National Willa Cather Center,Willa Cather,Red Cloud,NE,Midwest,Willa Cather Foundation,Contact form at willacather.org/contact or phone 402-746-2653 asking for the bookstore/retail manager (no public email listed),,(402) 746-2653,https://www.willacather.org/contact,https://shop.willacather.org/,Open (even during 2026 highway construction). Runs 'Cather Books & Gifts' bookstore with a real Shopify store carrying apparel — apparel is already in their mix. Buyer is the Willa Cather Foundation (professional staff; staff directory at /staff).,"The most professional literary retail operation in Nebraska - a national center with museum, archive and e-commerce that already carries apparel; Cather draws academic and heritage tourists to Red Cloud year-round.",,open,,
B,Mazza Museum (University of Findlay),"Children's picture-book illustrators (9,000+ works; rotating single-artist exhibits)",Findlay,OH,Midwest,University of Findlay,Email mazzagiftshop@findlay.edu — dedicated gift-shop inbox verified on mazzamuseum.org,mazzagiftshop@findlay.edu,419-434-5345,https://www.mazzamuseum.org/gift-shop/,,"University of Findlay-run; gift shop open Sun/Wed-Fri selling children's-book-art gifts, apparel and toys — picture-book/illustrator-themed goods are the exact niche. University purchasing may apply.","World's largest collection of original picture-book art; its summer/fall conferences draw hundreds of teachers and librarians — exactly the demographic that buys literary tees and totes. University backing means a stable, professionally run shop.",,open,,
B,Ingalls Homestead,Laura Ingalls Wilder,De Smet,SD,Midwest,Ingalls Homestead (privately owned heritage attraction),Mail@ingallshomestead.com,Mail@ingallshomestead.com,800-776-3594 (or 605-854-3984),https://www.ingallshomestead.com/contactus,"Shop on ingallshomestead.com (Books & Music, Handcrafted, Gifts & Toys, Craft Kits)",Private living-history attraction on Laura's actual homestead quarter; strong summer family traffic (De Smet is a Wilder pilgrimage town). Shop already stocks handcrafted goods — good consignment/wholesale prospect. Same operation as the second De Smet entry below (duplicate).,"High-volume family attraction ($15/head, open daily 9-7 in season, covered-wagon rides and camping) separate from the Memorial Society - a second De Smet buyer for the same LIW line; commercially run and used to volume retail.",,open,,
B,Laura Ingalls Wilder Memorial Society,Laura Ingalls Wilder,De Smet,SD,Midwest,"Laura Ingalls Wilder Memorial Society, Inc.",info@discoverlaura.org (from current listings; site was intermittently 503 during checks),info@discoverlaura.org,605-854-3383,https://discoverlaura.org/visit,https://www.discoverlaura.org/shop,"Open year-round (expanded summer hours), gift shop plus online shop. Nonprofit society does its own buying; heavy seasonal LIW pilgrimage traffic in De Smet.","The premier 'Little Town on the Prairie' pilgrimage stop (Surveyors' House, Ingalls Home, schoolhouses) with year-round weekday hours and every visitor funneled through the shop - strong, proven LIW retail.",,open,,
B,Aldo Leopold Foundation / Leopold Center,Aldo Leopold,Baraboo,WI,Midwest,Aldo Leopold Foundation,"Email mail@aldoleopold.org (verified) — they already reference wholesale pricing, so ask for the store/retail coordinator",mail@aldoleopold.org,(608) 355-0279,https://www.aldoleopold.org/visit/,https://www.aldoleopold.org/store,"Leopold Center open seasonally May-Oct (plus Nov crane tours). Foundation store confirmed, and the site explicitly mentions 'Wholesale Pricing' for bulk purchases — they understand wholesale mechanics. Professionally staffed conservation nonprofit; Sand County Almanac-themed goods fit.",Well-funded national conservation nonprofit near Wisconsin Dells tourism with professional retail and e-commerce; A Sand County Almanac readers are exactly the tote-and-tee demographic.,,open,,
B,Gillette Castle State Park,"William Gillette (playwright, stage's original Sherlock Holmes)",East Haddam,CT,New England,Connecticut DEEP State Parks; gift shop run by Friends of Gillette Castle State Park,Email info@gillettecastlefriends.org (verified on Friends site),info@gillettecastlefriends.org,(860) 222-7850,https://www.gillettecastlefriends.org/,,"Gift shop buying is done by the Friends of Gillette Castle State Park, a nonprofit all-volunteer organization (est. 1998) — not CT DEEP. Castle/visitor center seasonal (Memorial Day-Labor Day daily, weekends to Columbus Day) but park traffic is high. Sherlock Holmes-themed goods are a natural pitch.","One of Connecticut's most-visited state parks (roughly 300,000 grounds visitors a year); Gillette wrote and defined Sherlock Holmes on stage, so Holmes/theatrical-literary designs fit a shop that already sells clothing and runs member discounts — a real, actively managed retail operation.",,open,,
B,Harriet Beecher Stowe Center (Stowe Center for Literary Activism),Harriet Beecher Stowe,Hartford,CT,New England,Stowe Center for Literary Activism,Email info@stowecenter.org (verified on stowecenter.org) and ask to be routed to the visitor-center store buyer,info@stowecenter.org,860-522-9258,https://stowecenter.org/visit/,,"Store is the 'New Dawn Bookstore by River Bend Bookshop' in the Visitor Center — run in partnership with River Bend Bookshop (Glastonbury CT indie), so book/gift buying may route through River Bend's buyer rather than Stowe staff. Open Wed-Sun.","Sits directly next door to the Mark Twain House, sharing its literary-tourist traffic; shop is actively merchandised (sales promotions, curated abolition/women-writers titles) and a Stowe/Uncle Tom's Cabin design line would be the only author merch of its kind.",,open,,
B,Concord Museum,Henry David Thoreau (and Ralph Waldo Emerson),Concord,MA,New England,Concord Museum (Concord Antiquarian Society),"Phone 978-369-9763 or the website contact form (their email is script-obfuscated on the site, so it could not be read/verified)",,978-369-9763,https://concordmuseum.org/visit/,,"Shop confirmed near museum entrance selling 'Concord souvenirs, books, local crafts and gifts' — already stocks local makers, good consignment/wholesale angle. Buying done by museum shop staff (Concord Museum nonprofit). Open Tue-Sun.","Holds the world's largest Thoreau collection including his Walden desk, plus Emerson's study — the shop already sells apparel, and the museum anchors Concord's heavy literary/school-group tourism. Professionally run mid-size museum.",,open,,
B,Fruitlands Museum,Louisa May Alcott / Bronson Alcott (Transcendentalist Fruitlands experiment),Harvard,MA,New England,The Trustees of Reservations,Phone (978) 456-3924 asking for the gift shop at Prospect House (the published email is education-specific),fruitlandseducation@thetrustees.org,(978) 456-3924,https://thetrustees.org/place/fruitlands-museum/,,"Seasonal: Apr 30-Nov 1, 2026, Thu-Sun 10-4. Gift shop at Prospect House confirmed and it explicitly sells work by local artists and artisans — consignment/small-vendor friendly. Buying by The Trustees of Reservations (same org as The Old Manse — one pitch could cover both properties). Alcott/Transcendentalist themes fit.","The 1843 farmhouse where young Louisa May Alcott lived during the Fruitlands experiment ('Transcendental Wild Oats'); The Trustees runs professional retail across dozens of properties, and an Alcott/Transcendentalist line complements Orchard House 20 minutes away. Seasonal Apr–Nov, $18 adult admission implies steady visitor volume.",,open,,
B,Green Briar Nature Center & Jam Kitchen (Thornton W. Burgess Society),Thornton W. Burgess,East Sandwich,MA,New England,Thornton W. Burgess Society,Email info@thorntonburgess.org (verified on site),info@thorntonburgess.org,508-888-6870,https://thorntonburgess.org/,,"Open and staffed (not purely volunteer). 'Mercantile' shop confirmed: jams/Beach Plum Jelly, Burgess books, character puppets, linens — already stocks character merch, decent fit for Burgess-themed goods. Buyer is the Thornton W. Burgess Society.","Cape Cod family attraction celebrating the Peter Cottontail author, with a genuine retail operation (the Mercantile) that already mixes author titles with gift goods; children's-author designs (Peter Rabbit's briar patch is literally on site) would slot right in.",,open,,
B,Longfellow House–Washington's Headquarters National Historic Site,Henry Wadsworth Longfellow,Cambridge,MA,New England,"National Park Service; park store run by America's National Parks (Eastern National), the cooperating association","Eastern National's 'Selling to Eastern National' vendor form at easternnational.org/for-vendors/selling/ (info@easternnational.org, 215-283-6900) — NOT the park itself",info@easternnational.org,617-876-4491,https://easternnational.org/for-vendors/selling/,https://shop.americasnationalparks.org/,"Store in the visitor center is run by America's National Parks / Eastern National (the cooperating association) — the actual wholesale buyer. Formal process: Vendor Review Form (or Local Artisan Product Submission form); products vetted by NPS staff for quality, historical accuracy, and site-theme fit. One pitch to EN can cover multiple parks (also Zane Grey PA, Booker T. Washington, Carl Sandburg NHS).","The wholesale buyer here is America's National Parks / Eastern National, which buys centrally for hundreds of NPS park stores — landing this account could place Longfellow (and other author) designs at multiple literary NPS sites at once. Site itself is seasonal (May-October) in a high-tourism Cambridge location.",,open,,
B,Longfellow's Wayside Inn,Henry Wadsworth Longfellow,Sudbury,MA,New England,Wayside Inn Foundation (501(c)(3)),Email info@wayside.org (verified on site); Foundation office twif@wayside.org / 978-295-1716 as backup,info@wayside.org,978-443-1776,https://www.wayside.org/,,"Inn, restaurant, gift shop and Grist Mill products all operating; retail is run by the Wayside Inn Foundation (501c3), which is the buyer.","America's oldest operating inn, immortalized in Longfellow's 'Tales of a Wayside Inn,' with steady restaurant/lodging traffic; current shop stock skews to grist-mill foods and gift cards, so a Longfellow-themed line would be an upgrade pitch rather than a like-for-like reorder.",,open,,
B,The Edward Gorey House,Edward Gorey,Yarmouth Port,MA,New England,The Edward Gorey House / Edward Gorey Charitable Trust,Email edwardgoreyhouse@gmail.com (verified on the House contact page); store@edwardgorey.org handles GoreyStore online-order inquiries,edwardgoreyhouse@gmail.com,508-362-3909,https://edwardgoreyhouse.org/pages/contact-us,https://www.edwardgorey.org/,House is open for its 2026 season with an on-site shop plus two online outlets (EGH Bookshop and the GoreyStore). Important: the House does NOT hold Gorey licensing — anything using Gorey artwork must be licensed via the Edward Gorey Charitable Trust; generic literary/author-themed gifts can pitch the House directly.,"Cult-favorite Cape Cod author/illustrator house whose fans are exceptionally merch-hungry — the shop is a major revenue engine with a dedicated store email. Note the Charitable Trust controls Gorey imagery, so pitch author-themed (not artwork-reproducing) designs or expect a licensing conversation.",,open,,
B,The Old Manse,Ralph Waldo Emerson and Nathaniel Hawthorne,Concord,MA,New England,The Trustees of Reservations,Email oldmanse@thetrustees.org (verified on property page),oldmanse@thetrustees.org,(978) 369-3909,https://thetrustees.org/place/the-old-manse/,https://shopthetrustees.org/pages/the-old-manse,"On-site specialty bookstore (Transcendentalism/Concord authors focus), open same hours as the house (Thu-Mon 11-5). Buying is by The Trustees of Reservations, a large statewide nonprofit — retail decisions may be routed to Trustees central retail staff, but the property email is the door.","Sits at Concord's North Bridge tourist cluster; The Trustees is a large professional statewide operator with centralized retail (shopthetrustees.org), so one wholesale relationship could reach multiple Trustees properties.",,open,,
B,Wadsworth-Longfellow House / Maine Historical Society Museum Store,Henry Wadsworth Longfellow,Portland,ME,New England,Maine Historical Society,Email MuseumStore@mainehistory.org (sweep-provided; store page confirmed live but is JS-rendered so the address could not be re-verified on-page),MuseumStore@mainehistory.org,207-774-1822 ext. 208,https://www.mainehistory.org/plan-your-visit/mhs-store/,https://shop.mainehistory.org/,"Buyer is Maine Historical Society retail staff; the MHS Store page exists on the current site (plan-your-visit/mhs-store) and MHS is fully active (2025-26 events calendar). Longfellow is the house brand — good fit. Site blocks bots, so use email first.",Longfellow's boyhood home anchors downtown Portland's tourist strip; the store already maintains a named Longfellow product collection and has a dedicated store email/extension — a professional buyer with proven appetite for exactly this author.,,open,,
B,Lovecraft Arts & Sciences (Arcade Providence),H.P. Lovecraft,Providence,RI,New England,Lovecraft Arts & Sciences Council (nonprofit; producer of NecronomiCon Providence),Phone (401) 264-0838 or website contact at weirdprovidence.org (no email published on the page checked),,(401) 264-0838,https://weirdprovidence.org/,https://weirdprovidence.org/,"First and foremost a retail store (Mon-Sat 11-6, Sun 12-5) in the historic Arcade, run by the nonprofit Lovecraft Arts & Sciences Council (producers of NecronomiCon Providence). Lovecraft is public domain — strong fit for weird-fiction/author tees; conventions create bulk-buy spikes.","A merch-forward, single-author literary shop open seven days a week in downtown Providence's historic Arcade, with a biennial convention (NecronomiCon) audience — exactly the customer profile for indie author-themed tees and gifts, and Lovecraft's fandom skews heavily to wearables.",,open,,
B,Ivy Green — Birthplace of Helen Keller,Helen Keller,Tuscumbia,AL,South,Helen Keller Birthplace Foundation,Call 256-383-4066 (no email or contact form found on site),,256-383-4066,https://helenkellerbirthplace.org/,,"Open Mon-Sat 8:30-4 year-round; run by the Helen Keller Birthplace Foundation. Solid tourist traffic (Helen Keller Festival, 'The Miracle Worker' performances) but the website publishes no gift shop info or email — call to confirm the shop and buyer.","Author of 'The Story of My Life' and a dozen other books; the annual Miracle Worker outdoor play and Helen Keller Festival drive heavy seasonal traffic through a dedicated gift shop, open six days a week — an established, professionally run house-museum retail operation.",,open,,
B,Monroe County Museum — Old Courthouse Museum,Harper Lee and Truman Capote,Monroeville,AL,South,Monroe County Museum (Monroe County Heritage Museums),"mchm@frontiernet.net (museum's main email), reference the gift shop",mchm@frontiernet.net,251-575-7433,https://www.monroecountymuseum.org/gift-shop,,"Open M–F 10–4, Sat 10–2; dedicated gift-shop page on site. Buying by Monroe County Heritage Museums staff. Spring 'To Kill a Mockingbird' play season drives literary-tourist traffic — good fit for Lee/Capote merchandise.","The 'Literary Capital of Alabama' draws Mockingbird pilgrims year-round, and its annual sold-out courtroom play brings thousands; the shop already sells author-themed t-shirts, so the category is proven — plus two authors (Lee and Capote) from one stop.",,open,,
B,Tennessee Williams Museum,Tennessee Williams,Key West,FL,South,Key West Art & Historical Society,KWAHS contact form (kwahs.org/contact/) or ph 305-204-4527 — ask for the museum store/retail manager,,305-204-4527,https://www.kwahs.org/contact/,https://www.kwahs.org/store/,"TEMPORARILY closed while relocating to 604 Whitehead St ('coming soon') — not permanent; good timing to pitch for the reopening merch reset. Buyer is the Key West Art & Historical Society, which runs retail across its four museums plus an online store.",Run by an established multi-museum nonprofit (also operates the Key West Lighthouse and Custom House) with professional retail buying; the new location next to the Hemingway Home's tourist flow and a from-scratch expanded shop opening Fall 2026 make this a perfectly timed pitch.,,open,,
B,Wizard of Oz Museum,L. Frank Baum (The Wizard of Oz),Cape Canaveral,FL,South,"Wizard of Oz Museum (private, for-profit attraction)",Contact form at wizardofozflorida.com/contact.html (no email published); or (888) 949-6369,,(888) 949-6369,https://wizardofozflorida.com/contact.html,https://wizardofozflorida.com/shop.html,"Private for-profit attraction, open daily 9-5; website address reads 333 W Cocoa Beach Causeway, Cocoa Beach FL (not Cape Canaveral). Baum's books are public domain but 1939-film elements (ruby slippers etc.) are licensed — pitch book-based designs.","Open 9–5 daily on the main tourist strip near Port Canaveral's cruise terminals — steady walk-in tourist volume. Because all merch sales are in-person, the shop constantly needs physical inventory, which favors wholesale suppliers.",,open,,
B,Andalusia Farm — Andalusia Interpretive Center,Flannery O'Connor,Milledgeville,GA,South,Georgia College & State University,"suzanna_parker@gcsu.edu (supplied contact, not shown on public page — verify by phone 478-445-8722)",suzanna_parker@gcsu.edu,478-445-8722,https://www.gcsu.edu/andalusia/gift-shop,,"Open Tue–Sat 10–4, Sun 2–4 with a confirmed gift shop (O'Connor books, mugs, souvenirs, local art). Operated by Georgia College & State University — buying goes through university/Andalusia staff; consignment of local art suggests openness to small vendors.",University-backed operation with a brand-new purpose-built interpretive center and gift shop — professionally run retail with institutional purchasing. O'Connor's centennial (2025) boosted pilgrimage traffic; single-author focus is total.,,open,,
B,Margaret Mitchell House (Atlanta History Center Midtown),Margaret Mitchell,Atlanta,GA,South,Atlanta History Center,Atlanta History Center main line 404-814-4000 / contact form (ask for the museum shop buyer); no retail email published,,404-814-4000,https://www.atlantahistorycenter.com/contact/,,"Active AHC Midtown site (ticketed admission + Bloomberg Connects audio tour live). No shop verified at the Midtown house itself — retail buying would run through Atlanta History Center's museum shop at the Buckhead main campus, a professionally run institution.","Caveat: on-site retail shrank to a small book/souvenir counter after the 2024 reopening, but the buyer is Atlanta History Center's professional multi-site museum retail operation, which could place a Mitchell line at either campus; Midtown location draws steady GWTW tourism.",,open,,
B,Abbey of Gethsemani Welcome Center & Gift Shop,Thomas Merton,Trappist,KY,South,Abbey of Gethsemani (Trappist monastery; retail via Gethsemani Farms),Phone 800-549-0912 or the Gethsemani Farms customer-service form,,800-549-0912,https://www.gethsemanifarms.org/,https://www.gethsemanifarms.org/,"POOR FIT: retail (Gethsemani Farms + welcome center shop) sells the monks' own fruitcake, fudge, preserves, coffee and religious items — no evidence they stock third-party gifts beyond Merton books. Buyer would be the abbey's store manager. Deprioritize.","Merton lived and wrote his 50+ books here; the monastery draws a constant stream of retreatants and literary/spiritual pilgrims and already runs a polished national mail-order operation (fruitcake/fudge plus books). A respectful Merton-themed line could fit, though buying decisions sit with a monastic community — expect a conservative aesthetic.",,open,,
B,Jesse Stuart Foundation Bookstore & Gift Shop,Jesse Stuart,Ashland,KY,South,Jesse Stuart Foundation (nonprofit publisher and bookseller),jsf@jsfbooks.com,jsf@jsfbooks.com,606-326-1667 (toll-free 855-407-6243),https://jsfbooks.com/contact/,"https://jsfbooks.com (plus 6,000+ titles on their Amazon storefront)","The JSF is itself a nonprofit publisher and bookseller — walk-in store Mon-Fri noon-3, curbside pickup, active online/Amazon retail. They understand trade terms better than most on this list; pitch Appalachian/regional-author product directly to jsf@jsfbooks.com.","A hybrid author-legacy museum/bookstore that is also Kentucky's second-largest publisher — an experienced wholesale-side organization that understands trade terms; sells regional crafts alongside books, so an Appalachian author-themed gift line fits their mix.",,open,,
B,Faulkner House Books (stockist prospect),William Faulkner,New Orleans,LA,South,Faulkner House Books (independent bookstore in Faulkner's 1925 residence),Phone 504-524-2940 (no email published; site blocks bots — use the website contact form as backup),,504-524-2940,https://faulknerhousebooks.com/,https://faulknerhousebooks.com/,"Confirmed operating daily 10-5 at 624 Pirate's Alley (founded 1988 by Joseph DeSalvo Jr. & Rosemary James). Tiny, curated French Quarter bookshop with heavy literary-tourist traffic; pitch the owner directly — space is limited and mostly books.","Not a museum but a literary-landmark bookstore in the house where Faulkner wrote his first novel, steps from Jackson Square's enormous French Quarter foot traffic; a curated shop that could stock a tasteful Faulkner line, though its focus is books over merchandise.",,open,,
B,Eudora Welty House & Garden,Eudora Welty,Jackson,MS,South,Mississippi Department of Archives and History,Email info@eudoraweltyhouse.com (verified on official visit page),info@eudoraweltyhouse.com,(601) 353-7762,https://welty.mdah.ms.gov/visit,,"Open Tue-Sat with guided tours; gift shop confirmed at the Visitor Center. Operated by the Mississippi Department of Archives and History — a state agency, so buying may involve state procurement or the Welty Foundation; ask who purchases for the shop.","State-agency-run National Historic Landmark with a purpose-built visitor center; the store already stocks author shirts, so the exact product category is proven. Modest but steady tour traffic plus school and literary-conference groups.",,open,,
B,Rowan Oak (via the University of Mississippi Museum Store),William Faulkner,Oxford,MS,South,University of Mississippi Museum and Historic Houses,"Email museum@olemiss.edu (verified; director Karleen Gardner, kvgardn1@olemiss.edu, is a named senior contact)",museum@olemiss.edu,662-915-7073,https://olemiss.edu/museum/,https://rowanoak.com/,"University of Mississippi Museum (manages Rowan Oak) is active; the museum store/keepsake line wasn't visible on the current site, so confirm store status when pitching. Buying is by university museum staff. Faulkner merch is a natural fit for Oxford MS.","Rowan Oak draws international Faulkner pilgrims year-round; retail is handled by the university museum — an institutional buyer with real merchandising (branded keepsakes, phone orders, shipping). Pitch the UM Museum Store as the purchasing contact for Faulkner/Rowan Oak designs.",,open,,
B,Tennessee Williams Home & Welcome Center,Tennessee Williams,Columbus,MS,South,Visit Columbus (Columbus-Lowndes Convention & Visitors Bureau),Phone 662-328-0222 (no email published); ask for the CVB staffer who buys for the Welcome Center gift shop,,662-328-0222,https://visitcolumbusms.org/places-to-visit/tennessee-williams-home-and-welcome-center-c-1875/,,"Official city Welcome Center with gift shop ('take a piece of Columbus home'), $5 tours. Buying by the Columbus-Lowndes Convention & Visitors Bureau (main office 662-329-1191) — professionally staffed, small shop.","CVB-run, open six days a week with welcome-center foot traffic beyond literary tourists, and anchors the annual Tennessee Williams Tribute; current shop stock skews general Columbus souvenirs, so a Williams-specific line fills an obvious gap.",,open,,
